Santo Tirso	Lamelas e Guimarei
Santo Tirso	Monte Córdova
Santo Tirso	Negrelos (São Tomé)
Santo Tirso	Rebordões
Santo Tirso	Reguenga
Santo Tirso	Roriz
Santo Tirso	Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães
Santo Tirso	Vila Nova do Campo
Santo Tirso	Vilarinho
Lousada	Aveleda
Lousada	Caíde de Rei
Lousada	Cernadelo e Lousada (São Miguel e Santa Margarida)
Lousada	Cristelos, Boim e Ordem
Lousada	Figueiras e Covas
Lousada	Lodares
Lousada	Lustosa e Barrosas (Santo Estêvão)
Lousada	Macieira
Lousada	Meinedo
Lousada	Nespereira e Casais
Lousada	Nevogilde
Lousada	Silvares, Pias, Nogueira e Alvarenga
Lousada	Sousela
Lousada	Torno
Lousada	Vilar do Torno e Alentém
Penafiel	Abragão
Penafiel	Boelhe
Penafiel	Bustelo
Penafiel	Cabeça Santa
Penafiel	Canelas
Penafiel	Capela
Penafiel	Castelões
Penafiel	Croca
Penafiel	Duas Igrejas
Penafiel	Eja
Penafiel	Fonte Arcada
Penafiel	Galegos
Penafiel	Guilhufe e Urrô
Penafiel	Irivo
Penafiel	Lagares e Figueira
Penafiel	Luzim e Vila Cova
Penafiel	Oldrões
Penafiel	Paço de Sousa
Penafiel	Penafiel
Penafiel	Perozelo
Penafiel	Rans
Penafiel	Recezinhos (São Mamede)
Penafiel	Recezinhos (São Martinho)
Penafiel	Rio de Moinhos
Penafiel	Rio Mau
Penafiel	Sebolido
Penafiel	Termas de São Vicente
Penafiel	Valpedre
Gondomar	Baguim do Monte (Rio Tinto)
Gondomar	Fânzeres e São Pedro da Cova
Gondomar	Foz do Sousa e Covelo
Gondomar	Gondomar (São Cosme), Valbom e Jovim
Gondomar	Lomba
Gondomar	Melres e Medas
Gondomar	Rio Tinto
Vila Nova de Gaia	Arcozelo
Vila Nova de Gaia	Avintes
Vila Nova de Gaia	Canelas
Vila Nova de Gaia	Canidelo
Vila Nova de Gaia	Grijó e Sermonde
Vila Nova de Gaia	Gulpilhares e Valadares
Vila Nova de Gaia	Madalena
Vila Nova de Gaia	Mafamude e Vilar do Paraíso
Vila Nova de Gaia	Oliveira do Douro
Vila Nova de Gaia	Pedroso e Seixezelo
Vila Nova de Gaia	Sandim, Olival, Lever e Crestuma
Vila Nova de Gaia	Santa Marinha e São Pedro da Afurada
Vila Nova de Gaia	São Félix da Marinha
Vila Nova de Gaia	Serzedo e Perosinho
Vila Nova de Gaia	Vilar de Andorinho
Aveiro	Cacia
Aveiro	Eixo e Eirol
Aveiro	Esgeira
Aveiro	Glória e Vera Cruz
Aveiro	Oliveirinha
Aveiro	Requeixo, N. Sr.ª de Fátima e Nariz
Aveiro	St Joana
Aveiro	São Bernardo
Aveiro	São Jacinto
Murtosa	Bunheiro
Murtosa	Monte
Murtosa	Murtosa
Murtosa	Torreira
Espinho	Anta e Guetim
Espinho	Espinho
Espinho	Paramos
Espinho	Silvalde
Ílhavo	Gafanha da Encarnação
Ílhavo	Gafanha da Nazaré
Ílhavo	Ílhavo (São Salvador)
Ílhavo	Gafanha do Carmo
Oliveira do Bairro	Oliveira do Bairro
Oliveira do Bairro	Oiã
Oliveira do Bairro	Palhaça
Oliveira do Bairro	Bustos, Troviscal e Mamarrosa
Vagos	Gafanha da boa hora
Vagos	Vagos e Santo António
Vagos	Soza
Vagos	Santo André de Vagos
Vagos	Ouca
Vagos	Calvão
Vagos	Ponte de Vagos e Santa Catarina
Vagos	Fonte de Angeão e Covão do Lobo
Ovar	Cortegaça
Ovar	Esmoriz
Ovar	Maceda
Ovar	Ovar, São João, Arada e São Vicente de Pereira Jusã
Ovar	Válega
São João da Madeira	São João da Madeira
Feira	Argoncilhe
Feira	Arrifana
Feira	Escapães
Feira	Fiães
Feira	Fornos
Feira	Lourosa
Feira	Milheirós de Poiares
Feira	Mozelos
Feira	Nogueira da Regedoura
Feira	Paços de Brandão
Feira	Rio Meão
Feira	Romariz
Feira	Sanguedo
Feira	Santa Maria De Lamas
Feira	São João De Ver
Feira	São Paio De Oleiros
Feira	Caldas de São Jorge e Pigeiros
Feira	Canedo, Vale e Vila Maior
Feira	Lobão, Gião, Louredo e Guizande
Feira	Santa Maria Da Feira, Travanca, Sanfins e Espargo
Feira	São Miguel Do Souto e Mosteirô
Águeda	Aguada de Cima
Águeda	Préstimo e Macieira de Alcoba
Águeda	Águeda e Borralha
Águeda	Recardães e Espinhel
Águeda	Barrô e Aguada de Baixo
Águeda	Travassô e Óis da Ribeira
Águeda	Belazaima do Chão, Castanheira do Vouga e Agadão
Águeda	Trofa, Segadães e Lamas do Vouga
Águeda	Fermentelos
Águeda	Valongo do Vouga
Águeda	Macinhata do Vouga
Sever do Vouga	Dornelas
Sever do Vouga	Silva Escura
Sever do Vouga	Roucas do Vouga
Sever do Vouga	Couto de Esteves
Sever do Vouga	Pessegueiro do Vouga
Sever do Vouga	Cedrim do Vouga
Sever do Vouga	Paradela
Sever do Vouga	Talhadas
Oliveira de Azeméis	Oliveira de Azeméis
Oliveira de Azeméis	Carregosa
Oliveira de Azeméis	Cesar
Oliveira de Azeméis	Cucujães
Oliveira de Azeméis	Fajões
Oliveira de Azeméis	Loureiro
Oliveira de Azeméis	Macieira de Sarnes
Oliveira de Azeméis	Macinhata da Seixa
Oliveira de Azeméis	Madail
Oliveira de Azeméis	Nogueira do Cravo
Oliveira de Azeméis	Ossela
Oliveira de Azeméis	Palmaz
Oliveira de Azeméis	Pindelo
Oliveira de Azeméis	Pinheiro da Bemposta
Oliveira de Azeméis	S. Martinho da Gândara
Oliveira de Azeméis	Santiago de Riba-Ul
Oliveira de Azeméis	Travanca
Oliveira de Azeméis	Ul
Oliveira de Azeméis	S. Roque
Estarreja	Avanca
Estarreja	Beduído e Veiros
Estarreja	Canelas e Fermelã
Estarreja	Pardilhó
Estarreja	Salreu
Albergaria a velha	Albergaria-a-Velha e Valmaior
Albergaria a velha	Alquerubim
Albergaria a velha	Angeja
Albergaria a velha	Branca
Albergaria a velha	Ribeira de Fráguas
Albergaria a velha	S. João de Loure e Frossos
